product_name,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,id,sensors,waterproof,name,version,productId,speaker
Điện thoại Samsung Galaxy S25 - 12GB/256GB,1-120Hz,Dynamic AMOLED 2X,2340x1080,"6.2""",2600nits,12GB,256GB,"Quay Log Video
Chụp hình Super HDR
Chế độ quay phim 10-bit HDR
Chân dung
Tự động lấy nét
Quay Video đêm",4400mAh,"Sạc không dây
Sạc pin nhanh
Tiết kiệm pin",True,Snapdragon 8 Elite dành cho Galaxy (3nm),Titanium,218g,162.8mm x 77.6mm x 8.2mm,2 nano SIM + Esim,False,Có,False,Có,False,34,"Mở khoá vân tay cạnh viền
Mở khoá khuôn mặt",IPX8,Android,"15, One UI 7",34,
Điện thoại Samsung Galaxy S25 - 12GB/512GB,1-120Hz,Dynamic AMOLED 2X,2340x1080,"6.2""",2600nits,12GB,512GB,"Quay Log Video
Chụp hình Super HDR
Chế độ quay phim 10-bit HDR
Chân dung
Tự động lấy nét
Quay Video đêm",4000mAh,"Super Fast Charging
Fast Wireless Charging 2.0
Wireless PowerShare",False,Snapdragon 8 Elite dành cho Galaxy (3nm),,,,2 nano SIM + Esim,False,Có,False,Có,False,35,Vân tay dưới màn hình,IP68,Android,"15, One UI 7",35,
Điện thoại Samsung Galaxy S25 Plus - 12GB/256GB,1-120Hz,Dynamic AMOLED 2X,3120x1440,"6.7""",2600nits,12GB,256GB,"Quay Log Video
Chụp hình Super HDR
Chế độ quay phim 10-bit HDR
Chân dung
Tự động lấy nét
Quay Video đêm",4900mAh,"Super Fast Charging 2.0
Fast Wireless Charging 2.0
Wireless PowerShare",False,Snapdragon 8 Elite dành cho Galaxy (3nm),Armor Aluminum,162g,146.9mm x 70.5mm x 7.2mm,2 nano SIM + Esim,False,Có,False,Có,False,36,Vân tay dưới màn hình,IP68,Android,"15, One UI 7",36,
Điện thoại Samsung Galaxy S25 Plus - 12GB/512GB,1-120Hz,Dynamic AMOLED 2X,3120x1440,"6.7""",2600nits,12GB,256GB,"Quay Log Video
Chụp hình Super HDR
Chế độ quay phim 10-bit HDR
Chân dung
Tự động lấy nét
Quay Video đêm",,,,Snapdragon 8 Elite dành cho Galaxy (3nm),"Chất liệu khung viền: Armor aluminum
Chất liệu mặt lưng máy: Gorilla Glass Victus 2",,153.5mm x 132.6mm x 5.6mm,2 nano SIM + Esim,False,Có,False,Có,False,37,,,Android,"15, One UI 7",37,
Điện thoại Samsung Galaxy S25 Ultra - 12GB/256GB,1-120Hz,Dynamic AMOLED 2X,3120x1440,"6.9""",2600nits,12GB,256GB,"Chế độ quay phim 10-bit HDR
Quay Log Video
Zoom quang học 100x
Chụp hình Super HDR
Chân dung
Tự động lấy nét
Quay Video đêm",4000mAh,"Super Fast Charging
Fast Wireless Charging 2.0
Wireless PowerShare",False,Snapdragon 8 Elite dành cho Galaxy (3nm),"Chất liệu khung viền: Armor aluminum
Chất liệu mặt lưng máy: Gorilla Glass Victus 2",239g,153.5mm x 132.6mm x 5.6mm,2 nano SIM + Esim,False,Có,False,Có,False,38,Vân tay dưới màn hình,IP68,Android,"15, One UI 7",38,
Điện thoại Samsung Galaxy S25 Ultra - 12GB/512GB,1-120Hz,Dynamic AMOLED 2X,3120x1440,"6.9""",2600nits,12GB,1TB,"Chế độ quay phim 10-bit HDR
Quay Log Video
Zoom quang học 100x
Chụp hình Super HDR
Chân dung
Tự động lấy nét
Quay Video đêm",5000mAh,"Super Fast Charging 2.0
Fast Wireless Charging 2.0
Wireless PowerShare",False,Snapdragon 8 Elite dành cho Galaxy (3nm),Armor Aluminum,162g,146.9mm x 70.5mm x 7.2mm,2 nano SIM + Esim,False,Có,False,Có,False,39,Vân tay dưới màn hình,IP68,Android,"15, One UI 7",39,
Điện thoại Samsung Galaxy S25 Ultra - 12GB/1TB,1-120Hz,Dynamic AMOLED 2X,3120x1440,"6.9""",2600nits,12GB,512GB,"Chế độ quay phim 10-bit HDR
Quay Log Video
Zoom quang học 100x
Chụp hình Super HDR
Chân dung
Tự động lấy nét
Quay Video đêm",5000mAh,"Super Fast Charging 2.0
Fast Wireless Charging 2.0
Wireless PowerShare",False,Snapdragon 8 Elite dành cho Galaxy (3nm),Armor Aluminum,190g,158.4mm x 75.8mm x 7.3mm,2 nano SIM + Esim,False,Có,False,Có,False,40,Vân tay dưới màn hình,IP68,Android,"15, One UI 7",40,
Samsung Galaxy Z Flip6 12GB/256GB,1-120Hz,"MH chính: Dynamic AMOLED 2X
MH phụ: Super AMOLED","MH chính: 2640 x 1080
MH phụ: 748 x 720","MH chính: 6.7""
MH phụ: 3.4""",2600nits,12GB,256GB,"FlexCam Với Auto Zoom AI
Hậu Kỳ Sáng Tạo
ProVisual Engine
Super HDR / Super Night Video",4000mAh,"Sạc không dây
Sạc pin nhanh
Tiết kiệm pin",True,Snapdragon 8 Gen 3,"Chất liệu khung viền: Armor aluminum
Chất liệu mặt lưng máy: Gorilla Glass Victus 2",187g,"Khi mở: 165.1mm x 71.9mm x 6.9mm
Khi gập: 85.1mm x 71.9mm x 14.9mm","1 Nano-sim & 1 E-sim
2 E-sim",False,V5.3,False,802.11a/b/g/n/ac/ax,True,41,"Mở khoá vân tay cạnh viền
Nhận diện khuôn mặt",IPX8,Android,14,41,
Samsung Galaxy Z Flip6 12GB/512GB,1-120Hz,"MH chính: Dynamic AMOLED 2X
MH phụ: Super AMOLED","MH chính: 2640 x 1080
MH phụ: 748 x 720","MH chính: 6.7""
MH phụ: 3.4""",2600nits,12GB,512GB,"FlexCam Với Auto Zoom AI
Hậu Kỳ Sáng Tạo
ProVisual Engine
Super HDR / Super Night Video",4000mAh,"Sạc không dây
Sạc pin nhanh
Tiết kiệm pin",True,Snapdragon 8 Gen 3,"Chất liệu khung viền: Armor aluminum
Chất liệu mặt lưng máy: Gorilla Glass Victus 2",187g,"Khi mở: 165.1mm x 71.9mm x 6.9mm
Khi gập: 85.1mm x 71.9mm x 14.9mm","1 Nano-sim & 1 E-sim
2 E-sim",False,V5.3,False,802.11a/b/g/n/ac/ax,True,42,"Mở khoá vân tay cạnh viền
Nhận diện khuôn mặt",IPX8,Android,14,42,
Samsung Galaxy A56 5G - 8GB/128GB,120Hz,Super AMOLED Plus,1080 x 2400,"6.7""",850 nits,8 GB,256 GB,"Zoom kỹ thuật số
Xóa phông
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Siêu cận (Macro)
Quay Siêu chậm (Super Slow Motion)
Quay chậm (Slow Motion)
Hiệu ứng Bokeh
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Chống rung quang học (OIS)
Chuyên nghiệp (Pro)
Ban đêm (Night Mode)",,,,Exynos 1380 8 nhân,Khung & Mặt lưng nhựa,199 g,164.9 mm x 77.3 mm x 8.4 mm,2 Nano SIM (SIM 2 chung khe thẻ nhớ),False,v5.3,False,Wi-Fi 6,False,43,,,Android,13,43,
Samsung Galaxy A36 5G - 8GB/128GB,60Hz,PLS LCD,720 x 1600,"6.7""",Đang cập nhật,4GB,128GB,Tự động lấy nét,,,,MediaTek G85,Khung & Mặt lưng nhựa,189g,167.3mm x 77.3mm x 8.0mm,2 SIM (Nano-SIM),False,V5.3,True,802.11a/b/g/n/ac,True,44,,,Android,,44,
Samsung Galaxy A06 5G- 4GB/128GB,120Hz,Dynamic AMOLED 2X,1080 x 2340,"6.7""",1900nits,8GB,128 GB,"Zoom quang học
Zoom kỹ thuật số
Xóa phông
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Super HDR
Quay video hiển thị kép
Quay chậm (Slow Motion)
Góc siêu rộng (Ultrawide)
Chống rung quang học (OIS)
Chống rung kỹ thuật số (VDIS)
Ban đêm (Night Mode)
AI Camera",,,,Exynos 2400e 8 nhân,Khung kim loại & Mặt lưng kính,213g,162mm x 77.3mm x 8mm,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,False,V5.3,False,Wi-Fi 802.11 a/b/g/n/ac/ax,True,45,,,Android,14,45,
Samsung Galaxy A26 5G - 8GB/128GB,90Hz,Super AMOLED,1080 x 2340,"6.5""",800nits,4GB,128GB,"Zoom kỹ thuật số
Xóa phông
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Siêu độ phân giải
Quét mã QR
Quay chậm (Slow Motion)
Nhãn dán (AR Stickers)
Làm đẹp
HDR
Góc siêu rộng (Ultrawide)
Chụp hẹn giờ
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",,,,MediaTek Dimensity 6100+,"Chất liệu khung viền: Armor aluminum
Chất liệu mặt lưng máy: Gorilla Glass Victus 2",239g,153.5mm x 132.6mm x 5.6mm,1 nano SIM + 1 nano SIM / 1 micro SD,False,v5.3,False,802.11 a/b/g/n/ac,False,46,,,Android,14,46,
Samsung Galaxy M54 5G 8GB/256GB,1-120Hz,Dynamic AMOLED 2X,"MH chính: 2160 x 1856
MH phụ: 2376 x 968","MH chính: 7.6""
MH phụ: 6.3""",2600nits,12GB,256GB,"AI Camera với công nghệ ProVisual Engine (AI Zoom, Chụp chân dung AI)
Tính năng chụp đêm Nightography
Zoom quang học 3x
Zoom kỹ thuật số 30x",6000 mAh,,False,Snapdragon 8 Gen 3,"Chất liệu khung viền: Armor aluminum
Chất liệu mặt lưng máy: Gorilla Glass Victus 2",239g,153.5mm x 132.6mm x 5.6mm,Dual Nano-sim/ hoặc 01 Nano-sim + 01 E-sim,False,V5.3,False,802.11a/b/g/n/ac/ax,False,47,"Mở khoá vân tay cạnh viền
Mở khoá khuôn mặt",,Android,14,47,
Samsung Galaxy A06 4GB/128GB,1-120Hz,Dynamic AMOLED 2X,"MH chính: 2160 x 1856
MH phụ: 2376 x 968","MH chính: 7.6""
MH phụ: 6.3""",2600nits,12GB,256GB,"AI Camera với công nghệ ProVisual Engine (AI Zoom, Chụp chân dung AI)
Tính năng chụp đêm Nightography
Zoom quang học 3x
Zoom kỹ thuật số 30x",5000mAh,,False,Snapdragon 8 Gen 3,,195g,168.8 x 78.2 x 8.8mm,Dual Nano-sim/ hoặc 01 Nano-sim + 01 E-sim,False,V5.3,False,802.11a/b/g/n/ac/ax,True,48,"Mở khoá vân tay cạnh viền
Mở khoá khuôn mặt",Đang cập nhật,Android,14,48,
Samsung Galaxy S24 FE 8GB/128GB,,PLS LCD,720 x 1600,"6.7""",,4GB,64GB,Tự động lấy nét,4700mAh,"Tiết kiệm pin
Sạc pin nhanh
Sạc ngược không dây
Sạc không dây
Siêu tiết kiệm pin",True,Octa-core,Khung & Mặt lưng nhựa,217 g,160.1 x 76.8 x 9.3 mm,,False,V5.3,True,"802.11 a/b/g/n/ac 2.4G+5GHz, VHT80",False,49,"Mở khoá vân tay dưới màn hình
Mở khoá khuôn mặt",IP68,Android,,49,
Điện thoại Samsung Galaxy M15 5G 4GB/128GB,120Hz,Super AMOLED,2340 x 1080,"6.6""",1000nits,8GB,128GB,"Zoom kĩ thuật số 10x
Panorama
Macro
Xóa phông
Chế độ ban đêm
Chuyên nghiệp
Hyperlapse
Chuyển động siêu chậm
Tự động lấy nét inch",4400mAh,"Sạc không dây
Sạc pin nhanh
Tiết kiệm pin",False,Exynos 1380,Khung Titan & Mặt lưng kính cường lực,232,162.3mm x 79.0mm x 8.6mm,"Nano-SIM (4FF),Embedded-SIM",False,V5.3,False,802.11a/b/g/n/ac/ax/be,True,50,"Các tính năng Galaxy AI:
Khoanh Tròn Để Tìm Kiếm với Google
Trợ Lí Note Quyền Năng
Hậu Kì Sáng Tạo
Phiên Dịch Viên
Phác Họa Thông Minh",IPX8,Android,14,50,
Samsung Galaxy Z Fold6 12GB/256GB (BHĐT),120Hz,Dynamic AMOLED 2X,2340 x 1080,"6.2""",2600nits,8GB,512GB,"Optical Zoom 3x, Optical quality Zoom 2x (Enabled by Adaptive Pixel sensor) , Digital Zoom up to 30x",5000mAh,,False,Exynos 2400,Khung Titan & Mặt lưng kính cường lực,232g,162.3mm x 79.0mm x 8.6mm,"Nano-SIM (4FF),Embedded-SIM",False,V5.3,False,802.11a/b/g/n/ac/ax,True,51,,,Android,14,51,
Samsung Galaxy Z Fold6 12GB/256GB,120Hz,Super AMOLED,2400 x 1080,"6.6""",1000nits,8GB,128GB,"Zoom kĩ thuật số 10x
Panorama
Macro
Xóa phông
Chế độ ban đêm
Chuyên nghiệp
Hyperlapse
Chuyển động siêu chậm
Tự động lấy nét",6000mAh,"Tiết kiệm pin
Sạc pin nhanh",False,Exynos 1480,Khung nhựa & Mặt lưng kính,209g,161.7mm x 78.0mm x 8.2mm,1 SIM + 1 khe phụ (SIM/thẻ nhớ) hoặc eSim,False,V5.3,False,802.11 a/b/g/n/ac/ax,True,52,Cảm biến vân tay cạnh bên và Samsung Knox Vault bảo vệ dữ liệu.,,Android,14,52,
Điện thoại Samsung Galaxy A05 - 4GB/64GB,120Hz,Dynamic AMOLED 2X,3120 x 1440,"6.8""",2600nits,12GB,1TB,"Ảnh Raw
Zoom quang học
Zoom kỹ thuật số
Xóa phông
Video chân dung
Video chuyên nghiệp
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Super HDR
Siêu độ phân giải
Quét mã QR
Quay video hiển thị kép
Quay Siêu chậm (Super Slow Motion)
Quay chậm (Slow Motion)
Làm đẹp
Góc siêu rộng (Ultrawide)
Chụp ảnh chuyển động
Chụp một chạm
Chụp hẹn giờ
Chống rung quang học (OIS)
Chống rung kỹ thuật số (VDIS)
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",4400mAh,"Sạc không dây
Sạc pin nhanh
Tiết kiệm pin",True,Snapdragon 8 Gen 3,Khung kim loại & Mặt lưng kính,213g,161.1mm x 77.4mm x 8.2mm,"Nano-SIM (4FF),Embedded-SIM",False,V5.3,False,802.11a/b/g/n/ac/ax/be,True,53,"Các tính năng Galaxy AI:
Khoanh Tròn Để Tìm Kiếm với Google
Trợ Lí Note Quyền Năng
Hậu Kì Sáng Tạo
Phiên Dịch Viên
Phác Họa Thông Minh",IPX8,Android,14,53,
Điện thoại Samsung Galaxy A55 - 8GB/128GB,120Hz,Dynamic AMOLED 2X,3120 x 1440,"6.7""",2600nits,12GB,256GB,"Optical Zoom 3x, Optical quality Zoom 2x (Enabled by Adaptive Pixel sensor) , Digital Zoom up to 30x",5000mAh,"Tiết kiệm pin
Sạc pin nhanh
Sạc ngược không dây
Sạc không dây",True,Exynos 2400,Khung Titan & Mặt lưng kính cường lực,232g,162.3mm x 79.0mm x 8.6mm,"Nano-SIM (4FF),Embedded-SIM",False,V5.3,False,802.11a/b/g/n/ac/ax,True,54,"Mở khoá vân tay dưới màn hình, Mở khoá khuôn mặt",IP68,Android,14,54,
Điện Thoại AI - Samsung Galaxy S24 - 8GB/512GB - Chính hãng,120Hz,Dynamic AMOLED 2X,3120 x 1440,"6.8""",2600nits,12GB,256GB,"Ảnh Raw
Zoom quang học
Zoom kỹ thuật số
Xóa phông
Video chân dung
Video chuyên nghiệp
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Super HDR
Siêu độ phân giải
Quét mã QR
Quay video hiển thị kép
Quay Siêu chậm (Super Slow Motion)
Quay chậm (Slow Motion)
Làm đẹp
Góc siêu rộng (Ultrawide)
Chụp ảnh chuyển động
Chụp một chạm
Chụp hẹn giờ
Chống rung quang học (OIS)
Chống rung kỹ thuật số (VDIS)
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",5000mAh,"Tiết kiệm pin
Sạc pin nhanh
Sạc ngược không dây
Sạc không dây",True,Snapdragon 8 Gen 3,Khung nhôm & Mặt lưng kính cường lực,232g,147.0mm x 70.6mm x 7.6mm,"Nano-SIM (4FF),Embedded-SIM",False,V5.3,False,802.11a/b/g/n/ac/ax/be,True,55,"Mở khoá vân tay dưới màn hình, Mở khoá khuôn mặt",IP68,Android,14,55,
Điện Thoại AI - Samsung Galaxy S24 Ultra - 12GB/1TB - Chính hãng,120Hz,Dynamic AMOLED 2X,3120 x 1440,"6.8""",2600nits,12GB,512GB,"Ảnh Raw
Zoom quang học
Zoom kỹ thuật số
Xóa phông
Video chân dung
Video chuyên nghiệp
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Super HDR
Siêu độ phân giải
Quét mã QR
Quay video hiển thị kép
Quay Siêu chậm (Super Slow Motion)
Quay chậm (Slow Motion)
Làm đẹp
Góc siêu rộng (Ultrawide)
Chụp ảnh chuyển động
Chụp một chạm
Chụp hẹn giờ
Chống rung quang học (OIS)
Chống rung kỹ thuật số (VDIS)
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",4000mAh,,False,Snapdragon 8 Gen 3,Khung nhôm & Mặt lưng kính cường lực,196g,158.5mm x 75.9mm x 7.7mm,"Nano-SIM (4FF),Embedded-SIM",False,V5.3,False,"802.11a/b/g/n/ac/ax/be 2.4GHz+5GHz+6GHz, EHT320, MIMO, 4096-QAM",True,56,"Mở khoá vân tay dưới màn hình
Mở khoá khuôn mặt",IP68,Android,14,56,
Điện Thoại AI - Samsung Galaxy S24 Plus - 12GB/256GB - Chính Hãng,120Hz,Dynamic AMOLED 2X,3120 x 1440,"6.8""",2600nits,12GB,256GB,"Ảnh Raw
Zoom quang học
Zoom kỹ thuật số
Xóa phông
Video chân dung
Video chuyên nghiệp
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Super HDR
Siêu độ phân giải
Quét mã QR
Quay video hiển thị kép
Quay Siêu chậm (Super Slow Motion)
Quay chậm (Slow Motion)
Làm đẹp
Góc siêu rộng (Ultrawide)
Chụp ảnh chuyển động
Chụp một chạm
Chụp hẹn giờ
Chống rung quang học (OIS)
Chống rung kỹ thuật số (VDIS)
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",4900mAh,,False,Snapdragon 8 Gen 3,Khung Titan & Mặt lưng kính cường lực,232g,162.3mm x 79.0mm x 8.6mm,1 SIM + 1 khe phụ (SIM/thẻ nhớ),False,V5.3,False,802.11 a/b/g/n/ac/ax,True,57,"Mở khoá vân tay dưới màn hình
Mở khoá khuôn mặt",IP68,Android,14,57,
Điện Thoại AI - Samsung Galaxy S24 Ultra - 12GB/512GB - Chính hãng,90Hz,Super AMOLED,1080x2340,"6.7""",800 nits,8GB,128GB,"Zoom kỹ thuật số
Xóa phông
Tự động lấy nét (AF)
Toàn cảnh (Panorama)
Quay chậm (Slow Motion)
Chuyên nghiệp (Pro)
Ban đêm (Night Mode)",5000mAh,"Tiết kiệm pin
Sạc pin nhanh
Sạc ngược không dây
Sạc không dây",True,MediaTek Dimensity 6300 5G,Khung & Mặt lưng nhựa,192g,164.4 mm x 77.9 mm x 7.9 mm,1 nano SIM + 1 nano SIM / 1 micro SD,False,V5.3,False,802.11 a/b/g/n/ac,True,58,"Mở khoá vân tay dưới màn hình, Mở khoá khuôn mặt",IP68,Android,14,58,
Samsung Galaxy S24 Ultra - 12GB/256GB (BHĐT),120Hz,Dynamic AMOLED 2X,2340 x 1080,"6.4""",1200nits,8GB,128GB,,5000mAh,"Tiết kiệm pin
Sạc pin nhanh
Sạc ngược không dây
Sạc không dây",True,Exynos 2200,Khung viền kim loại cao cấp,209,158.0mm x 76.5mm x 8.2mm,SIM Kép (SIM 1 + SIM 2 or Embedded SIM),False,V5.3,False,802.11 a/b/g/n/ac/ax,True,59,"Mở khoá vân tay dưới màn hình, Mở khoá khuôn mặt",IP68,Android,,59,
Điện Thoại AI - Samsung Galaxy S24 Ultra - 12GB/256GB - Chính hãng,120Hz,Super AMOLED,2340 x 1080,"6.5""",1000nits,6GB,128GB,"Góc siêu rộng (Ultrawide)
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Quay Siêu chậm (Super Slow Motion)
Siêu cận (Macro)",5000mAh,Sạc nhanh,False,Exynos 1280,Khung & Mặt lưng nhựa,197g,161mm x 76.5mm x 8.3mm,2 Nano SIM,False,V5.3,False,Wi-Fi 802.11 a/b/g/n/ac,True,60,"Khuôn mặt
Vân tay dưới màn hình",IP67,Android,14,60,
Điện thoại Samsung Galaxy A35 - 8GB/128GB,120Hz,AMOLED,"MH Chính: 2640 x 1080
MH Phụ: 748 x 720","6.7""
3.4""",1000nits,8GB,256GB,"Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
FlexCam
Zoom kỹ thuật số",5000mAh,,False,Snapdragon 8 Gen 2,Khung nhôm & Mặt lưng kính cường lực,187g,165.1mm x 71.9mm x 6.9mm,1 Nano SIM & 1 eSIM,False,V5.3,False,Wi-Fi 802.11 a/b/g/n/ac/ax,True,61,"Khuôn mặt
Vân tay dưới màn hình",IP67,Android,13,61,
Samsung Galaxy A16 5G 8GB/128GB,90Hz,Super AMOLED,2400 x 1080,"6.5""",800nits,8GB,128GB,"Xóa phông
Tự động lấy nét (AF)
Toàn cảnh (Panorama)
Siêu cận (Macro)
Quét mã QR
Quay chậm (Slow Motion)
Nhãn dán (AR Stickers)
Làm đẹp
HDR
Góc siêu rộng (Ultrawide)
Chụp hẹn giờ
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",5000mAh,,False,MediaTek Helio G99,"Khung máy: Nhựa Polycarbonate
Mặt lưng máy: Nhựa Polycarbonate",197g,160.1mm x 76.8mm x 8.4mm,2 Nano SIM,False,V5.3,False,Wi-Fi 802.11 a/b/g/n/ac,True,62,"Mở khoá vân tay cạnh viền, Mở khoá khuôn mặt",IP54,One,UI 6.0,62,
Điện thoại Samsung Galaxy S23 FE 5G 8GB/128GB,90Hz,PLS LCD,2400 x 1080,"6.7""",500nits,4GB,128GB,"Zoom kỹ thuật số
Xóa phông
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Siêu cận (Macro)
Quay chậm (Slow Motion)
Làm đẹp
HDR
Chụp hẹn giờ
Chuyên nghiệp (Pro)
Bộ lọc màu
Ban đêm (Night Mode)",4500mAh,,False,Snapdragon 680,Nhựa,192g,164.4 x 77.9 x 7.9mm,2 Nano SIM,False,V5.1,False,Wi-Fi 802.11 a/b/g/n/ac,True,63,"Mở khoá vân tay dưới màn hình
Mở khoá khuôn mặt",IP68,One,UI 5.1,63,
Samsung Galaxy A25 5G - 6GB/128GB - Chính hãng,90Hz,Super AMOLED,1080 x 2340,"6.7""",800nits,4GB-8GB,128GB,"Zoom quang học 10x
Panorama
Xóa phông
Chế độ ban đêm
Chuyên nghiệp
Hyperlapse
Chuyển động siêu chậm
Tự động lấy nét",3700mAh,"Sạc không dây
Sạc pin nhanh
Tiết kiệm pin",True,MediaTek Helio G99,Khung & Mặt lưng nhựa,194g,168mm x 77.8mm x 8.8mm,2 SIM + 1 thẻ nhớ riêng,False,V5.3,False,"802.11a/b/g/n/ac 2.4GHz+5GHz, VHT80
Wi-Fi Direct",False,64,Mở khoá khuôn mặtMở khoá vân tay cạnh viền,IPX8,Android,14,64,
Điện thoại Samsung Galaxy Z Flip5 8GB/256GB,1-120Hz,AMOLED,3200 x 1440,"6.73""",3200nits,12GB,256GB,"Leica VARIO-SUMMILUX 1:1.62-2.2/14-60 ASPH.
Ba ống kính, tám tiêu cự: Camera chính Leica,Camera tele Leica, Camera trước",5000mAh,Sạc pin nhanh,False,Snapdragon 8 Elite,"Chất liệu khung: Hợp kim nhôm cường lực
Màu: Đen, Trắng, Bạc Chrome",,"161.3 x 75.3 x 9.35mm
161.3 x 75.3 x 9.48mm (Bạc Chrome)",Sim kép (nano SIM + nano SIM/nano SIM + eSIM/eSIM + eSIM),False,V6.0,,Wi-Fi 7,False,65,"Vân tay cạnh bên
Bảo mật Knox",Đang cập nhật,Xiaomi,HyperOS 2,65,
Samsung Galaxy A15 - 8GB/128GB - Chính hãng,1-120Hz,AMOLED,2670 x 1200,"6.36""",3200nits,16GB,512GB,"Hệ thống Camera Leica VARIO-SUMMILUX: Camera chính Leica, Camera tele Leica, Camera tele kính tiềm vọng Leica, Camera góc siêu rộng Leica",5000mAh,,False,Snapdragon 8 Elite,"Kính cường lực Xiaomi Shield
Khung nhôm cường lực","191g (Đen, Trắng, Xanh lá), 192g (Bạc Ánh Kim)","152.3 x 71.2 x 8.08mm
152.3 x 71.2 x 8.48mm (Bạc Ánh Kim)",SIM kép (nano SIM + nano SIM/nano SIM + eSIM/eSIM + eSIM),False,V6.0,,Wi-Fi 7,False,66,"Mở khoá vân tay cạnh viền
Mở khoá khuôn mặt",Đang cập nhật,Xiaomi,HyperOS 2,66,
Samsung Galaxy A16 4GB/128GB,120Hz,Kính Corning® Gorilla® Glass 5,2400 x 1080,"6.67""",1800 nits,6GB,128GB,"Google Gemini⁵, Xóa vật thể AI, AI Sky, AI Beautify",5000mAh,Super Fast Charing,False,MediaTek Helio G99-Ultra,,"210.14g (Xanh Băng Giá, Đen Huyền Bí)
205.13g (Xanh Oải Hương)","162.53mm x 74.67mm x 8.75mm (Xanh Băng Giá, Đen Huyền Bí)
162.53mm x 74.67mm x 8.85mm (Tím Oải Hương)",SIM kép (nano SIM + nano SIM or nano SIM + eSIM⁹),False,V5.4,,,False,67,"Vân tay cạnh bên
Mẫu hình
PIN
Mật khẩu
Khuôn mặt",IP54,Xiaomi,HyperOS,67,
Điện thoại Samsung Galaxy A05S - 4GB/128GB,120Hz,AMOLED,2712 x 1220,"6.67""",3000 nits,8GB,256GB,"Công nghệ gộp 16 điểm ảnh làm 1, kích thước 2.24μm
Kích thước cảm biến 1/1.4""
Góc siêu rộng 8MP: f/2.2
Macro 2MP: f/2.4",5000mAh,"Tiết kiệm pin, Sạc pin nhanh",False,Snapdragon® 7s Gen 3,,196.5g,163.25mm x 76.55mm x 8.16mm,SIM 1 + Hybrid (SIM hoặc 1 thẻ microSD),False,V5.3,,,False,68,"Mở khoá vân tay cạnh viền, Mở khoá khuôn mặt",Đang cập nhật,Xiaomi,HyperOS,68,
Điện thoại Xiaomi 15 12GB/256GB,,,Full HD,,,,,,,,,,,,,SIM kép + microSD,False,V5.4,False,Wi-Fi 802.11 a/b/g/n/ac,True,69,,IP68,,,69,
Điện thoại Xiaomi 15 Ultra 16GB/512GB,120Hz,IPS LCD,640 x 720,"6.88""",600nits,4GB,128GB,"filmCamera, chế độ HDR, Chế độ ban đêm, Chế độ chân dung, Tua nhanh thời gian, chế độ 50MP",,,,MediaTek Helio G81- Ultra,,,,,False,,,,False,70,,IP68,Android,14,70,
Xiaomi Redmi Note 14 6GB/128GB,,,Full HD,,,,,,5110mah,,False,,Khung nhựa & Mặt lưng nhựa,211g,71.88mm x 77.80mm x 8.22mm,,False,,,,False,71,,IP68,,,71,
Xiaomi Redmi Note 14 Pro+ 5G 8GB/256GB,120Hz,AMOLED,3200 x 1440,"6.73""",3000nits,16GB,512GB,LEICA VARIO-SUMMILUX 1:1.63-2.5/12-120 ASPH,5500mAh,,False,Snapdragon 8 Gen 3,Khung kim loại & Mặt lưng da nhân tạo,"219,8g",161.4mm x 75.3mm x 9.20mm,Dual SIM,False,V5.4,False,Wi-Fi 7,True,72,Mở khóa bằng khuôn mặt AI,IP54,Xiaomi,HyperOS,72,
